pose,punto,ang optimo,ang medido medio
warrior,"(13, 11, 23)",95,14
warrior,"(14, 12, 24)",97,22
warrior,"(11, 13, 15)",172,175
warrior,"(16, 14, 12)",171,179
warrior,"(11, 23, 25)",100,165
warrior,"(12, 24, 26)",135,162
warrior,"(23, 25, 27)",110,176
warrior,"(24, 26, 28)",170,178
warrior,"(13, 11, 23)",95,25
warrior,"(14, 12, 24)",97,27
warrior,"(11, 13, 15)",172,178
warrior,"(16, 14, 12)",171,177
warrior,"(11, 23, 25)",100,167
warrior,"(12, 24, 26)",135,157
warrior,"(23, 25, 27)",110,176
warrior,"(24, 26, 28)",170,172
warrior,"(13, 11, 23)",95,28
warrior,"(14, 12, 24)",97,30
warrior,"(11, 13, 15)",172,178
warrior,"(16, 14, 12)",171,175
warrior,"(11, 23, 25)",100,168
warrior,"(12, 24, 26)",135,154
warrior,"(23, 25, 27)",110,176
warrior,"(24, 26, 28)",170,166
warrior,"(13, 11, 23)",95,36
warrior,"(14, 12, 24)",97,36
warrior,"(11, 13, 15)",172,161
warrior,"(16, 14, 12)",171,177
warrior,"(11, 23, 25)",100,167
warrior,"(12, 24, 26)",135,153
warrior,"(23, 25, 27)",110,175
warrior,"(24, 26, 28)",170,162
warrior,"(13, 11, 23)",95,45
warrior,"(14, 12, 24)",97,41
warrior,"(11, 13, 15)",172,156
warrior,"(16, 14, 12)",171,162
warrior,"(11, 23, 25)",100,166
warrior,"(12, 24, 26)",135,153
warrior,"(23, 25, 27)",110,174
warrior,"(24, 26, 28)",170,161
warrior,"(13, 11, 23)",95,50
warrior,"(14, 12, 24)",97,51
warrior,"(11, 13, 15)",172,149
warrior,"(16, 14, 12)",171,165
warrior,"(11, 23, 25)",100,164
warrior,"(12, 24, 26)",135,152
warrior,"(23, 25, 27)",110,171
warrior,"(24, 26, 28)",170,158
warrior,"(13, 11, 23)",95,53
warrior,"(14, 12, 24)",97,58
warrior,"(11, 13, 15)",172,143
warrior,"(16, 14, 12)",171,168
warrior,"(11, 23, 25)",100,157
warrior,"(12, 24, 26)",135,152
warrior,"(23, 25, 27)",110,161
warrior,"(24, 26, 28)",170,156
warrior,"(13, 11, 23)",95,58
warrior,"(14, 12, 24)",97,66
warrior,"(11, 13, 15)",172,138
warrior,"(16, 14, 12)",171,155
warrior,"(11, 23, 25)",100,151
warrior,"(12, 24, 26)",135,152
warrior,"(23, 25, 27)",110,154
warrior,"(24, 26, 28)",170,153
warrior,"(13, 11, 23)",95,62
warrior,"(14, 12, 24)",97,71
warrior,"(11, 13, 15)",172,135
warrior,"(16, 14, 12)",171,154
warrior,"(11, 23, 25)",100,148
warrior,"(12, 24, 26)",135,152
warrior,"(23, 25, 27)",110,151
warrior,"(24, 26, 28)",170,151
warrior_inv,"(13, 11, 23)",95,66
warrior_inv,"(14, 12, 24)",97,72
warrior_inv,"(11, 13, 15)",172,138
warrior_inv,"(16, 14, 12)",171,151
warrior_inv,"(11, 23, 25)",135,146
warrior_inv,"(12, 24, 26)",100,151
warrior_inv,"(23, 25, 27)",170,148
warrior_inv,"(24, 26, 28)",110,148
warrior_inv,"(13, 11, 23)",95,71
warrior_inv,"(14, 12, 24)",97,75
warrior_inv,"(11, 13, 15)",172,140
warrior_inv,"(16, 14, 12)",171,148
warrior_inv,"(11, 23, 25)",135,142
warrior_inv,"(12, 24, 26)",100,150
warrior_inv,"(23, 25, 27)",170,141
warrior_inv,"(24, 26, 28)",110,145
warrior_inv,"(13, 11, 23)",95,73
warrior_inv,"(14, 12, 24)",97,77
warrior_inv,"(11, 13, 15)",172,139
warrior_inv,"(16, 14, 12)",171,144
warrior_inv,"(11, 23, 25)",135,140
warrior_inv,"(12, 24, 26)",100,149
warrior_inv,"(23, 25, 27)",170,137
warrior_inv,"(24, 26, 28)",110,144
warrior_inv,"(13, 11, 23)",95,75
warrior_inv,"(14, 12, 24)",97,78
warrior_inv,"(11, 13, 15)",172,135
warrior_inv,"(16, 14, 12)",171,139
warrior_inv,"(11, 23, 25)",135,139
warrior_inv,"(12, 24, 26)",100,148
warrior_inv,"(23, 25, 27)",170,135
warrior_inv,"(24, 26, 28)",110,142
goddess,"(11, 23, 25)",108,128
goddess,"(12, 24, 26)",108,131
goddess,"(23, 25, 27)",114,116
goddess,"(24, 26, 28)",114,117
goddess,"(11, 23, 25)",108,126
goddess,"(12, 24, 26)",108,132
goddess,"(23, 25, 27)",114,114
goddess,"(24, 26, 28)",114,117
goddess,"(11, 23, 25)",108,125
goddess,"(12, 24, 26)",108,132
goddess,"(23, 25, 27)",114,113
goddess,"(24, 26, 28)",114,115
goddess,"(11, 23, 25)",108,124
goddess,"(12, 24, 26)",108,131
goddess,"(23, 25, 27)",114,112
goddess,"(24, 26, 28)",114,113
goddess,"(11, 23, 25)",108,123
goddess,"(12, 24, 26)",108,130
goddess,"(23, 25, 27)",114,111
goddess,"(24, 26, 28)",114,112
goddess,"(11, 23, 25)",108,122
goddess,"(12, 24, 26)",108,130
goddess,"(23, 25, 27)",114,111
goddess,"(24, 26, 28)",114,111
goddess,"(11, 23, 25)",108,121
goddess,"(12, 24, 26)",108,130
goddess,"(23, 25, 27)",114,110
goddess,"(24, 26, 28)",114,112
goddess,"(11, 23, 25)",108,121
goddess,"(12, 24, 26)",108,130
goddess,"(23, 25, 27)",114,109
goddess,"(24, 26, 28)",114,112
goddess,"(11, 23, 25)",108,121
goddess,"(12, 24, 26)",108,129
goddess,"(23, 25, 27)",114,109
goddess,"(24, 26, 28)",114,112
goddess,"(11, 23, 25)",108,122
goddess,"(12, 24, 26)",108,128
goddess,"(23, 25, 27)",114,109
goddess,"(24, 26, 28)",114,111
goddess,"(11, 23, 25)",108,122
goddess,"(12, 24, 26)",108,128
goddess,"(23, 25, 27)",114,110
goddess,"(24, 26, 28)",114,111
goddess,"(11, 23, 25)",108,123
goddess,"(12, 24, 26)",108,127
goddess,"(23, 25, 27)",114,110
goddess,"(24, 26, 28)",114,111
goddess,"(11, 23, 25)",108,123
goddess,"(12, 24, 26)",108,127
goddess,"(23, 25, 27)",114,110
goddess,"(24, 26, 28)",114,111
goddess,"(11, 23, 25)",108,124
goddess,"(12, 24, 26)",108,127
goddess,"(23, 25, 27)",114,110
goddess,"(24, 26, 28)",114,111
goddess,"(11, 23, 25)",108,124
goddess,"(12, 24, 26)",108,127
goddess,"(23, 25, 27)",114,110
goddess,"(24, 26, 28)",114,111
goddess,"(11, 23, 25)",108,124
goddess,"(12, 24, 26)",108,127
goddess,"(23, 25, 27)",114,110
goddess,"(24, 26, 28)",114,111
goddess,"(11, 23, 25)",108,125
goddess,"(12, 24, 26)",108,127
goddess,"(23, 25, 27)",114,111
goddess,"(24, 26, 28)",114,111
goddess,"(11, 23, 25)",108,125
goddess,"(12, 24, 26)",108,127
goddess,"(23, 25, 27)",114,111
goddess,"(24, 26, 28)",114,111
goddess,"(11, 23, 25)",108,125
goddess,"(12, 24, 26)",108,128
goddess,"(23, 25, 27)",114,111
goddess,"(24, 26, 28)",114,112
goddess,"(11, 23, 25)",108,126
goddess,"(12, 24, 26)",108,128
goddess,"(23, 25, 27)",114,111
goddess,"(24, 26, 28)",114,113
goddess,"(11, 23, 25)",108,126
goddess,"(12, 24, 26)",108,128
goddess,"(23, 25, 27)",114,112
goddess,"(24, 26, 28)",114,113
goddess,"(11, 23, 25)",108,127
goddess,"(12, 24, 26)",108,128
goddess,"(23, 25, 27)",114,112
goddess,"(24, 26, 28)",114,113
goddess,"(11, 23, 25)",108,127
goddess,"(12, 24, 26)",108,127
goddess,"(23, 25, 27)",114,112
goddess,"(24, 26, 28)",114,114
goddess,"(11, 23, 25)",108,127
goddess,"(12, 24, 26)",108,127
goddess,"(23, 25, 27)",114,112
goddess,"(24, 26, 28)",114,113
goddess,"(11, 23, 25)",108,127
goddess,"(12, 24, 26)",108,127
goddess,"(23, 25, 27)",114,113
goddess,"(24, 26, 28)",114,115
goddess,"(11, 23, 25)",108,128
goddess,"(12, 24, 26)",108,127
goddess,"(23, 25, 27)",114,114
goddess,"(24, 26, 28)",114,116
goddess,"(11, 23, 25)",108,129
goddess,"(12, 24, 26)",108,128
goddess,"(23, 25, 27)",114,116
goddess,"(24, 26, 28)",114,118
goddess,"(11, 23, 25)",108,130
goddess,"(12, 24, 26)",108,129
goddess,"(23, 25, 27)",114,118
goddess,"(24, 26, 28)",114,119
goddess,"(11, 23, 25)",108,131
goddess,"(12, 24, 26)",108,129
goddess,"(23, 25, 27)",114,121
goddess,"(24, 26, 28)",114,121
goddess,"(11, 23, 25)",108,130
goddess,"(12, 24, 26)",108,130
goddess,"(23, 25, 27)",114,122
goddess,"(24, 26, 28)",114,121
goddess,"(11, 23, 25)",108,129
goddess,"(12, 24, 26)",108,130
goddess,"(23, 25, 27)",114,122
goddess,"(24, 26, 28)",114,123
goddess,"(11, 23, 25)",108,128
goddess,"(12, 24, 26)",108,130
goddess,"(23, 25, 27)",114,121
goddess,"(24, 26, 28)",114,125
goddess,"(11, 23, 25)",108,128
goddess,"(12, 24, 26)",108,131
goddess,"(23, 25, 27)",114,122
goddess,"(24, 26, 28)",114,126
goddess,"(11, 23, 25)",108,127
goddess,"(12, 24, 26)",108,131
goddess,"(23, 25, 27)",114,123
goddess,"(24, 26, 28)",114,126
goddess,"(11, 23, 25)",108,128
goddess,"(12, 24, 26)",108,130
goddess,"(23, 25, 27)",114,125
goddess,"(24, 26, 28)",114,126
goddess,"(11, 23, 25)",108,128
goddess,"(12, 24, 26)",108,129
goddess,"(23, 25, 27)",114,126
goddess,"(24, 26, 28)",114,124
goddess,"(11, 23, 25)",108,128
goddess,"(12, 24, 26)",108,129
goddess,"(23, 25, 27)",114,126
goddess,"(24, 26, 28)",114,124
goddess,"(11, 23, 25)",108,125
goddess,"(12, 24, 26)",108,127
goddess,"(23, 25, 27)",114,123
goddess,"(24, 26, 28)",114,122
goddess,"(11, 23, 25)",108,123
goddess,"(12, 24, 26)",108,126
goddess,"(23, 25, 27)",114,121
goddess,"(24, 26, 28)",114,120
goddess,"(11, 23, 25)",108,122
goddess,"(12, 24, 26)",108,125
goddess,"(23, 25, 27)",114,119
goddess,"(24, 26, 28)",114,119
goddess,"(11, 23, 25)",108,121
goddess,"(12, 24, 26)",108,123
goddess,"(23, 25, 27)",114,118
goddess,"(24, 26, 28)",114,118
goddess,"(11, 23, 25)",108,120
goddess,"(12, 24, 26)",108,122
goddess,"(23, 25, 27)",114,117
goddess,"(24, 26, 28)",114,118
goddess,"(11, 23, 25)",108,118
goddess,"(12, 24, 26)",108,122
goddess,"(23, 25, 27)",114,115
goddess,"(24, 26, 28)",114,118
goddess,"(11, 23, 25)",108,116
goddess,"(12, 24, 26)",108,121
goddess,"(23, 25, 27)",114,114
goddess,"(24, 26, 28)",114,116
goddess,"(11, 23, 25)",108,115
goddess,"(12, 24, 26)",108,121
goddess,"(23, 25, 27)",114,113
goddess,"(24, 26, 28)",114,115
goddess,"(11, 23, 25)",108,114
goddess,"(12, 24, 26)",108,121
goddess,"(23, 25, 27)",114,112
goddess,"(24, 26, 28)",114,115
goddess,"(11, 23, 25)",108,113
goddess,"(12, 24, 26)",108,121
goddess,"(23, 25, 27)",114,111
goddess,"(24, 26, 28)",114,114
goddess,"(11, 23, 25)",108,112
goddess,"(12, 24, 26)",108,121
goddess,"(23, 25, 27)",114,110
goddess,"(24, 26, 28)",114,113
goddess,"(11, 23, 25)",108,111
goddess,"(12, 24, 26)",108,120
goddess,"(23, 25, 27)",114,109
goddess,"(24, 26, 28)",114,113
goddess,"(11, 23, 25)",108,112
goddess,"(12, 24, 26)",108,120
goddess,"(23, 25, 27)",114,109
goddess,"(24, 26, 28)",114,113
goddess,"(11, 23, 25)",108,112
goddess,"(12, 24, 26)",108,120
goddess,"(23, 25, 27)",114,109
goddess,"(24, 26, 28)",114,113
goddess,"(11, 23, 25)",108,113
goddess,"(12, 24, 26)",108,119
goddess,"(23, 25, 27)",114,109
goddess,"(24, 26, 28)",114,113
goddess,"(11, 23, 25)",108,114
goddess,"(12, 24, 26)",108,118
goddess,"(23, 25, 27)",114,109
goddess,"(24, 26, 28)",114,112
goddess,"(11, 23, 25)",108,115
goddess,"(12, 24, 26)",108,117
goddess,"(23, 25, 27)",114,109
goddess,"(24, 26, 28)",114,112
goddess,"(11, 23, 25)",108,116
goddess,"(12, 24, 26)",108,116
goddess,"(23, 25, 27)",114,109
goddess,"(24, 26, 28)",114,112
goddess,"(11, 23, 25)",108,116
goddess,"(12, 24, 26)",108,116
goddess,"(23, 25, 27)",114,109
goddess,"(24, 26, 28)",114,112
goddess,"(11, 23, 25)",108,117
goddess,"(12, 24, 26)",108,116
goddess,"(23, 25, 27)",114,110
goddess,"(24, 26, 28)",114,113
goddess,"(11, 23, 25)",108,117
goddess,"(12, 24, 26)",108,116
goddess,"(23, 25, 27)",114,110
goddess,"(24, 26, 28)",114,113
goddess,"(11, 23, 25)",108,116
goddess,"(12, 24, 26)",108,116
goddess,"(23, 25, 27)",114,109
goddess,"(24, 26, 28)",114,113
goddess,"(11, 23, 25)",108,116
goddess,"(12, 24, 26)",108,116
goddess,"(23, 25, 27)",114,110
goddess,"(24, 26, 28)",114,113
goddess,"(11, 23, 25)",108,116
goddess,"(12, 24, 26)",108,116
goddess,"(23, 25, 27)",114,110
goddess,"(24, 26, 28)",114,113
goddess,"(11, 23, 25)",108,116
goddess,"(12, 24, 26)",108,116
goddess,"(23, 25, 27)",114,110
goddess,"(24, 26, 28)",114,113
goddess,"(11, 23, 25)",108,116
goddess,"(12, 24, 26)",108,117
goddess,"(23, 25, 27)",114,109
goddess,"(24, 26, 28)",114,114
goddess,"(11, 23, 25)",108,116
goddess,"(12, 24, 26)",108,117
goddess,"(23, 25, 27)",114,110
goddess,"(24, 26, 28)",114,114
goddess,"(11, 23, 25)",108,116
goddess,"(12, 24, 26)",108,117
goddess,"(23, 25, 27)",114,110
goddess,"(24, 26, 28)",114,114
goddess,"(11, 23, 25)",108,117
goddess,"(12, 24, 26)",108,117
goddess,"(23, 25, 27)",114,110
goddess,"(24, 26, 28)",114,114
goddess,"(11, 23, 25)",108,117
goddess,"(12, 24, 26)",108,117
goddess,"(23, 25, 27)",114,111
goddess,"(24, 26, 28)",114,114
goddess,"(11, 23, 25)",108,118
goddess,"(12, 24, 26)",108,118
goddess,"(23, 25, 27)",114,112
goddess,"(24, 26, 28)",114,115
goddess,"(11, 23, 25)",108,118
goddess,"(12, 24, 26)",108,118
goddess,"(23, 25, 27)",114,112
goddess,"(24, 26, 28)",114,115
goddess,"(11, 23, 25)",108,118
goddess,"(12, 24, 26)",108,118
goddess,"(23, 25, 27)",114,112
goddess,"(24, 26, 28)",114,115
goddess,"(11, 23, 25)",108,118
goddess,"(12, 24, 26)",108,118
goddess,"(23, 25, 27)",114,113
goddess,"(24, 26, 28)",114,115
goddess,"(11, 23, 25)",108,118
goddess,"(12, 24, 26)",108,118
goddess,"(23, 25, 27)",114,113
goddess,"(24, 26, 28)",114,115
goddess,"(11, 23, 25)",108,118
goddess,"(12, 24, 26)",108,118
goddess,"(23, 25, 27)",114,113
goddess,"(24, 26, 28)",114,116
goddess,"(11, 23, 25)",108,118
goddess,"(12, 24, 26)",108,118
goddess,"(23, 25, 27)",114,113
goddess,"(24, 26, 28)",114,116
goddess,"(11, 23, 25)",108,118
goddess,"(12, 24, 26)",108,118
goddess,"(23, 25, 27)",114,113
goddess,"(24, 26, 28)",114,116
goddess,"(11, 23, 25)",108,118
goddess,"(12, 24, 26)",108,118
goddess,"(23, 25, 27)",114,113
goddess,"(24, 26, 28)",114,116
goddess,"(11, 23, 25)",108,118
goddess,"(12, 24, 26)",108,119
goddess,"(23, 25, 27)",114,113
goddess,"(24, 26, 28)",114,116
goddess,"(11, 23, 25)",108,118
goddess,"(12, 24, 26)",108,119
goddess,"(23, 25, 27)",114,114
goddess,"(24, 26, 28)",114,116
goddess,"(11, 23, 25)",108,118
goddess,"(12, 24, 26)",108,119
goddess,"(23, 25, 27)",114,114
goddess,"(24, 26, 28)",114,116
goddess,"(11, 23, 25)",108,119
goddess,"(12, 24, 26)",108,119
goddess,"(23, 25, 27)",114,114
goddess,"(24, 26, 28)",114,117
goddess,"(11, 23, 25)",108,119
goddess,"(12, 24, 26)",108,119
goddess,"(23, 25, 27)",114,114
goddess,"(24, 26, 28)",114,117
goddess,"(11, 23, 25)",108,119
goddess,"(12, 24, 26)",108,119
goddess,"(23, 25, 27)",114,115
goddess,"(24, 26, 28)",114,117
goddess,"(11, 23, 25)",108,120
goddess,"(12, 24, 26)",108,120
goddess,"(23, 25, 27)",114,115
goddess,"(24, 26, 28)",114,118
goddess,"(11, 23, 25)",108,120
goddess,"(12, 24, 26)",108,119
goddess,"(23, 25, 27)",114,115
goddess,"(24, 26, 28)",114,118
goddess,"(11, 23, 25)",108,120
goddess,"(12, 24, 26)",108,119
goddess,"(23, 25, 27)",114,115
goddess,"(24, 26, 28)",114,117
goddess,"(11, 23, 25)",108,120
goddess,"(12, 24, 26)",108,119
goddess,"(23, 25, 27)",114,115
goddess,"(24, 26, 28)",114,117
goddess,"(11, 23, 25)",108,120
goddess,"(12, 24, 26)",108,119
goddess,"(23, 25, 27)",114,115
goddess,"(24, 26, 28)",114,117
goddess,"(11, 23, 25)",108,119
goddess,"(12, 24, 26)",108,119
goddess,"(23, 25, 27)",114,115
goddess,"(24, 26, 28)",114,117
goddess,"(11, 23, 25)",108,119
goddess,"(12, 24, 26)",108,119
goddess,"(23, 25, 27)",114,114
goddess,"(24, 26, 28)",114,116
goddess,"(11, 23, 25)",108,118
goddess,"(12, 24, 26)",108,118
goddess,"(23, 25, 27)",114,113
goddess,"(24, 26, 28)",114,115
goddess,"(11, 23, 25)",108,118
goddess,"(12, 24, 26)",108,118
goddess,"(23, 25, 27)",114,112
goddess,"(24, 26, 28)",114,115
goddess,"(11, 23, 25)",108,117
goddess,"(12, 24, 26)",108,117
goddess,"(23, 25, 27)",114,112
goddess,"(24, 26, 28)",114,114
goddess,"(11, 23, 25)",108,117
goddess,"(12, 24, 26)",108,117
goddess,"(23, 25, 27)",114,112
goddess,"(24, 26, 28)",114,114
goddess,"(11, 23, 25)",108,117
goddess,"(12, 24, 26)",108,117
goddess,"(23, 25, 27)",114,111
goddess,"(24, 26, 28)",114,113
goddess,"(11, 23, 25)",108,117
goddess,"(12, 24, 26)",108,117
goddess,"(23, 25, 27)",114,111
goddess,"(24, 26, 28)",114,113
goddess,"(11, 23, 25)",108,116
goddess,"(12, 24, 26)",108,117
goddess,"(23, 25, 27)",114,111
goddess,"(24, 26, 28)",114,113
goddess,"(11, 23, 25)",108,116
goddess,"(12, 24, 26)",108,117
goddess,"(23, 25, 27)",114,111
goddess,"(24, 26, 28)",114,113
goddess,"(11, 23, 25)",108,116
goddess,"(12, 24, 26)",108,116
goddess,"(23, 25, 27)",114,111
goddess,"(24, 26, 28)",114,112
goddess,"(11, 23, 25)",108,116
goddess,"(12, 24, 26)",108,116
goddess,"(23, 25, 27)",114,111
goddess,"(24, 26, 28)",114,112
goddess,"(11, 23, 25)",108,116
goddess,"(12, 24, 26)",108,116
goddess,"(23, 25, 27)",114,111
goddess,"(24, 26, 28)",114,112
goddess,"(11, 23, 25)",108,116
goddess,"(12, 24, 26)",108,116
goddess,"(23, 25, 27)",114,111
goddess,"(24, 26, 28)",114,112
goddess,"(11, 23, 25)",108,116
goddess,"(12, 24, 26)",108,116
goddess,"(23, 25, 27)",114,111
goddess,"(24, 26, 28)",114,112
goddess,"(11, 23, 25)",108,116
goddess,"(12, 24, 26)",108,116
goddess,"(23, 25, 27)",114,111
goddess,"(24, 26, 28)",114,112
goddess,"(11, 23, 25)",108,116
goddess,"(12, 24, 26)",108,116
goddess,"(23, 25, 27)",114,111
goddess,"(24, 26, 28)",114,112
goddess,"(11, 23, 25)",108,116
goddess,"(12, 24, 26)",108,117
goddess,"(23, 25, 27)",114,111
goddess,"(24, 26, 28)",114,113
goddess,"(11, 23, 25)",108,116
goddess,"(12, 24, 26)",108,117
goddess,"(23, 25, 27)",114,111
goddess,"(24, 26, 28)",114,113
goddess,"(11, 23, 25)",108,116
goddess,"(12, 24, 26)",108,117
goddess,"(23, 25, 27)",114,111
goddess,"(24, 26, 28)",114,113
goddess,"(11, 23, 25)",108,116
goddess,"(12, 24, 26)",108,117
goddess,"(23, 25, 27)",114,111
goddess,"(24, 26, 28)",114,113
goddess,"(11, 23, 25)",108,117
goddess,"(12, 24, 26)",108,117
goddess,"(23, 25, 27)",114,111
goddess,"(24, 26, 28)",114,113
goddess,"(11, 23, 25)",108,117
goddess,"(12, 24, 26)",108,117
goddess,"(23, 25, 27)",114,111
goddess,"(24, 26, 28)",114,113
goddess,"(11, 23, 25)",108,117
goddess,"(12, 24, 26)",108,117
goddess,"(23, 25, 27)",114,111
goddess,"(24, 26, 28)",114,113
goddess,"(11, 23, 25)",108,117
goddess,"(12, 24, 26)",108,117
goddess,"(23, 25, 27)",114,111
goddess,"(24, 26, 28)",114,114
goddess,"(11, 23, 25)",108,117
goddess,"(12, 24, 26)",108,117
goddess,"(23, 25, 27)",114,111
goddess,"(24, 26, 28)",114,114
goddess,"(11, 23, 25)",108,117
goddess,"(12, 24, 26)",108,118
goddess,"(23, 25, 27)",114,111
goddess,"(24, 26, 28)",114,114
goddess,"(11, 23, 25)",108,117
goddess,"(12, 24, 26)",108,118
goddess,"(23, 25, 27)",114,112
goddess,"(24, 26, 28)",114,114
goddess,"(11, 23, 25)",108,117
goddess,"(12, 24, 26)",108,118
goddess,"(23, 25, 27)",114,112
goddess,"(24, 26, 28)",114,114
goddess,"(11, 23, 25)",108,117
goddess,"(12, 24, 26)",108,118
goddess,"(23, 25, 27)",114,112
goddess,"(24, 26, 28)",114,114
goddess,"(11, 23, 25)",108,118
goddess,"(12, 24, 26)",108,118
goddess,"(23, 25, 27)",114,112
goddess,"(24, 26, 28)",114,115
goddess,"(11, 23, 25)",108,118
goddess,"(12, 24, 26)",108,118
goddess,"(23, 25, 27)",114,113
goddess,"(24, 26, 28)",114,115
goddess,"(11, 23, 25)",108,119
goddess,"(12, 24, 26)",108,119
goddess,"(23, 25, 27)",114,113
goddess,"(24, 26, 28)",114,115
goddess,"(11, 23, 25)",108,119
goddess,"(12, 24, 26)",108,119
goddess,"(23, 25, 27)",114,114
goddess,"(24, 26, 28)",114,116
goddess,"(11, 23, 25)",108,119
goddess,"(12, 24, 26)",108,119
goddess,"(23, 25, 27)",114,114
goddess,"(24, 26, 28)",114,116
goddess,"(11, 23, 25)",108,119
goddess,"(12, 24, 26)",108,119
goddess,"(23, 25, 27)",114,114
goddess,"(24, 26, 28)",114,116
goddess,"(11, 23, 25)",108,119
goddess,"(12, 24, 26)",108,119
goddess,"(23, 25, 27)",114,114
goddess,"(24, 26, 28)",114,116
goddess,"(11, 23, 25)",108,119
goddess,"(12, 24, 26)",108,119
goddess,"(23, 25, 27)",114,114
goddess,"(24, 26, 28)",114,116
goddess,"(11, 23, 25)",108,119
goddess,"(12, 24, 26)",108,119
goddess,"(23, 25, 27)",114,114
goddess,"(24, 26, 28)",114,116
goddess,"(11, 23, 25)",108,119
goddess,"(12, 24, 26)",108,119
goddess,"(23, 25, 27)",114,114
goddess,"(24, 26, 28)",114,116
goddess,"(11, 23, 25)",108,119
goddess,"(12, 24, 26)",108,119
goddess,"(23, 25, 27)",114,114
goddess,"(24, 26, 28)",114,116
goddess,"(11, 23, 25)",108,119
goddess,"(12, 24, 26)",108,119
goddess,"(23, 25, 27)",114,114
goddess,"(24, 26, 28)",114,116
goddess,"(11, 23, 25)",108,119
goddess,"(12, 24, 26)",108,119
goddess,"(23, 25, 27)",114,115
goddess,"(24, 26, 28)",114,116
goddess,"(11, 23, 25)",108,119
goddess,"(12, 24, 26)",108,119
goddess,"(23, 25, 27)",114,115
goddess,"(24, 26, 28)",114,116
goddess,"(11, 23, 25)",108,120
goddess,"(12, 24, 26)",108,119
goddess,"(23, 25, 27)",114,116
goddess,"(24, 26, 28)",114,116
goddess,"(11, 23, 25)",108,120
goddess,"(12, 24, 26)",108,119
goddess,"(23, 25, 27)",114,116
goddess,"(24, 26, 28)",114,116
goddess,"(11, 23, 25)",108,120
goddess,"(12, 24, 26)",108,119
goddess,"(23, 25, 27)",114,116
goddess,"(24, 26, 28)",114,116
goddess,"(11, 23, 25)",108,120
goddess,"(12, 24, 26)",108,119
goddess,"(23, 25, 27)",114,116
goddess,"(24, 26, 28)",114,116
goddess,"(11, 23, 25)",108,120
goddess,"(12, 24, 26)",108,120
goddess,"(23, 25, 27)",114,116
goddess,"(24, 26, 28)",114,116
goddess,"(11, 23, 25)",108,120
goddess,"(12, 24, 26)",108,120
goddess,"(23, 25, 27)",114,116
goddess,"(24, 26, 28)",114,116
goddess,"(11, 23, 25)",108,120
goddess,"(12, 24, 26)",108,120
goddess,"(23, 25, 27)",114,116
goddess,"(24, 26, 28)",114,116
goddess,"(11, 23, 25)",108,120
goddess,"(12, 24, 26)",108,120
goddess,"(23, 25, 27)",114,116
goddess,"(24, 26, 28)",114,116
goddess,"(11, 23, 25)",108,120
goddess,"(12, 24, 26)",108,120
goddess,"(23, 25, 27)",114,116
goddess,"(24, 26, 28)",114,116
goddess,"(11, 23, 25)",108,120
goddess,"(12, 24, 26)",108,120
goddess,"(23, 25, 27)",114,116
goddess,"(24, 26, 28)",114,116
goddess,"(11, 23, 25)",108,120
goddess,"(12, 24, 26)",108,120
goddess,"(23, 25, 27)",114,116
goddess,"(24, 26, 28)",114,116
goddess,"(11, 23, 25)",108,120
goddess,"(12, 24, 26)",108,120
goddess,"(23, 25, 27)",114,116
goddess,"(24, 26, 28)",114,116
goddess,"(11, 23, 25)",108,120
goddess,"(12, 24, 26)",108,120
goddess,"(23, 25, 27)",114,116
goddess,"(24, 26, 28)",114,116
goddess,"(11, 23, 25)",108,120
goddess,"(12, 24, 26)",108,120
goddess,"(23, 25, 27)",114,116
goddess,"(24, 26, 28)",114,116
goddess,"(11, 23, 25)",108,121
goddess,"(12, 24, 26)",108,121
goddess,"(23, 25, 27)",114,118
goddess,"(24, 26, 28)",114,119
goddess,"(11, 23, 25)",108,123
goddess,"(12, 24, 26)",108,123
goddess,"(23, 25, 27)",114,120
goddess,"(24, 26, 28)",114,121
goddess,"(11, 23, 25)",108,127
goddess,"(12, 24, 26)",108,128
goddess,"(23, 25, 27)",114,124
goddess,"(24, 26, 28)",114,128
goddess,"(11, 23, 25)",108,129
goddess,"(12, 24, 26)",108,130
goddess,"(23, 25, 27)",114,127
goddess,"(24, 26, 28)",114,133
goddess,"(11, 23, 25)",108,134
goddess,"(12, 24, 26)",108,133
goddess,"(23, 25, 27)",114,134
goddess,"(24, 26, 28)",114,139
warrior_inv,"(13, 11, 23)",95,76
warrior_inv,"(14, 12, 24)",97,80
warrior_inv,"(11, 13, 15)",172,130
warrior_inv,"(16, 14, 12)",171,113
warrior_inv,"(11, 23, 25)",135,139
warrior_inv,"(12, 24, 26)",100,135
warrior_inv,"(23, 25, 27)",170,140
warrior_inv,"(24, 26, 28)",110,143
warrior,"(13, 11, 23)",95,43
warrior,"(14, 12, 24)",97,49
warrior,"(11, 13, 15)",172,167
warrior,"(16, 14, 12)",171,142
warrior,"(11, 23, 25)",100,154
warrior,"(12, 24, 26)",135,148
warrior,"(23, 25, 27)",110,161
warrior,"(24, 26, 28)",170,168
warrior,"(13, 11, 23)",95,36
warrior,"(14, 12, 24)",97,40
warrior,"(11, 13, 15)",172,173
warrior,"(16, 14, 12)",171,149
warrior,"(11, 23, 25)",100,157
warrior,"(12, 24, 26)",135,151
warrior,"(23, 25, 27)",110,166
warrior,"(24, 26, 28)",170,173
warrior,"(13, 11, 23)",95,30
