class,x1,y1,z1,v1,x2,y2,z2,v2,x3,y3,z3,v3,x4,y4,z4,v4,x5,y5,z5,v5,x6,y6,z6,v6,x7,y7,z7,v7,x8,y8,z8,v8,x9,y9,z9,v9,x10,y10,z10,v10,x11,y11,z11,v11,x12,y12,z12,v12,x13,y13,z13,v13,x14,y14,z14,v14,x15,y15,z15,v15,x16,y16,z16,v16,x17,y17,z17,v17,x18,y18,z18,v18,x19,y19,z19,v19,x20,y20,z20,v20,x21,y21,z21,v21,x22,y22,z22,v22,x23,y23,z23,v23,x24,y24,z24,v24,x25,y25,z25,v25,x26,y26,z26,v26,x27,y27,z27,v27,x28,y28,z28,v28,x29,y29,z29,v29,x30,y30,z30,v30,x31,y31,z31,v31,x32,y32,z32,v32,x33,y33,z33,v33
dog,0.512895941734314,0.7249747514724731,-0.07133051007986069,0.9991089701652527,0.49595165252685547,0.7497129440307617,-0.11091859638690948,0.9995372295379639,0.4926331639289856,0.7493314743041992,-0.1109270304441452,0.9995880722999573,0.4892653524875641,0.748717188835144,-0.11098317801952362,0.9995532631874084,0.49639350175857544,0.7501057386398315,-0.05156667158007622,0.9995737671852112,0.49326977133750916,0.7499998211860657,-0.0514942929148674,0.9995726943016052,0.48985767364501953,0.7496169805526733,-0.051379136741161346,0.9994910955429077,0.4683450758457184,0.7250950336456299,-0.2261495590209961,0.9994581341743469,0.4679369032382965,0.7230762839317322,0.04874920845031738,0.9992218017578125,0.5087276697158813,0.6974250078201294,-0.10546610504388809,0.9988412261009216,0.5108109712600708,0.6984999179840088,-0.02590494230389595,0.9985415935516357,0.45549097657203674,0.6039533615112305,-0.28934285044670105,0.9988285899162292,0.4626306891441345,0.5960425734519958,0.16496741771697998,0.9948033690452576,0.36871960759162903,0.7892723083496094,-0.5498325228691101,0.9934839606285095,0.3796846270561218,0.7614928483963013,0.2740843594074249,0.1855469048023224,0.25299617648124695,0.9265905022621155,-0.5479066967964172,0.9810184240341187,0.2841091454029083,0.872747540473938,0.02135513722896576,0.43159162998199463,0.21657058596611023,0.939134955406189,-0.6151344776153564,0.9703613519668579,0.24487993121147156,0.8876774907112122,0.012349397875368595,0.6182530522346497,0.2141784131526947,0.9297472834587097,-0.5661785006523132,0.9639246463775635,0.2427884340286255,0.8886680603027344,-0.052793629467487335,0.632046103477478,0.22552490234375,0.9253257513046265,-0.5299411416053772,0.9471666812896729,0.254583477973938,0.8848931789398193,-0.010422484949231148,0.6269147396087646,0.6739571690559387,0.25834885239601135,-0.1849045604467392,0.9963325262069702,0.663647472858429,0.2595125734806061,0.1855178326368332,0.9935680031776428,0.775651216506958,0.5354081392288208,-0.13570214807987213,0.9791808128356934,0.7678336501121521,0.5423319339752197,0.21408173441886902,0.2168981283903122,0.8697611689567566,0.8491078615188599,-0.07968251407146454,0.988425612449646,0.8555177450180054,0.832908570766449,0.34733137488365173,0.4462190866470337,0.9001156687736511,0.895149290561676,-0.085755355656147,0.9892120361328125,0.8838580846786499,0.8830620050430298,0.3533795177936554,0.5702096223831177,0.7881065607070923,0.9209392070770264,-0.2569795250892639,0.9818810224533081,0.7729835510253906,0.9054168462753296,0.24686460196971893,0.5794990062713623
dog,0.5694436430931091,0.7892171144485474,-0.04104058817028999,0.9996708631515503,0.5833423137664795,0.7962543368339539,-0.021238410845398903,0.9997009038925171,0.5842537879943848,0.7949051856994629,-0.02133597806096077,0.9997475743293762,0.5854194760322571,0.7930958271026611,-0.02133568376302719,0.9997106194496155,0.5854226350784302,0.7939105033874512,-0.06557799130678177,0.9995560050010681,0.5878406167030334,0.7911815047264099,-0.06571344286203384,0.9996113181114197,0.5906533002853394,0.7879621982574463,-0.06565459817647934,0.9995911717414856,0.5984231233596802,0.7571185827255249,0.07984389364719391,0.9995972514152527,0.6013575792312622,0.7568448781967163,-0.12507367134094238,0.9996422529220581,0.5649879574775696,0.7653414011001587,0.0024390798062086105,0.9993504881858826,0.5673278570175171,0.7611029744148254,-0.05763886123895645,0.999419093132019,0.5868396759033203,0.649775505065918,0.1668720692396164,0.9965699911117554,0.6022260785102844,0.6382298469543457,-0.18509894609451294,0.9993184804916382,0.6570379137992859,0.7751280665397644,0.24177433550357819,0.14753855764865875,0.6837846636772156,0.7773615717887878,-0.3728010058403015,0.9970672726631165,0.7530677318572998,0.8547711372375488,0.015464652329683304,0.3493601381778717,0.7826626300811768,0.8787917494773865,-0.34143760800361633,0.9942536950111389,0.7788072824478149,0.8531980514526367,0.003700028173625469,0.5797216892242432,0.8129217624664307,0.8920906186103821,-0.37861478328704834,0.9869434833526611,0.7799950242042542,0.85736083984375,-0.03543676808476448,0.5939860939979553,0.8161470293998718,0.8875138759613037,-0.35316622257232666,0.9812042117118835,0.768405556678772,0.856115460395813,-0.006667712703347206,0.5813667178153992,0.8051964044570923,0.8823031187057495,-0.32962241768836975,0.972618043422699,0.4149637520313263,0.361380934715271,0.1538109928369522,0.993051290512085,0.41191768646240234,0.33023813366889954,-0.15312154591083527,0.9971195459365845,0.3040834665298462,0.5872538685798645,0.13848133385181427,0.16638338565826416,0.3013017475605011,0.5882217884063721,-0.15348196029663086,0.9962517619132996,0.1907995343208313,0.8184611797332764,0.1581365317106247,0.3340199589729309,0.18163885176181793,0.82485032081604,-0.14010463654994965,0.9937571287155151,0.15821728110313416,0.8618143200874329,0.15188220143318176,0.5123545527458191,0.14721062779426575,0.8720585107803345,-0.14957831799983978,0.9962210059165955,0.2501581609249115,0.9017454981803894,0.058784548193216324,0.634101927280426,0.2400476038455963,0.9085140228271484,-0.27857092022895813,0.9923147559165955
dog,0.6103243827819824,0.7321035861968994,-0.02644377015531063,0.9997503161430359,0.6295469999313354,0.7370781302452087,8.853062900016084e-05,0.999749481678009,0.6312305331230164,0.7344907522201538,4.872700083069503e-05,0.9997783303260803,0.6332483887672424,0.7312874794006348,8.534598600817844e-05,0.9997386336326599,0.6316452622413635,0.7351498603820801,-0.06896974891424179,0.9996764659881592,0.6346865296363831,0.7317346930503845,-0.06913412362337112,0.9997150301933289,0.6378160715103149,0.727836549282074,-0.06910251080989838,0.9997017979621887,0.648007333278656,0.6931098699569702,0.1301746815443039,0.999482274055481,0.6478912830352783,0.6938085556030273,-0.18807993829250336,0.9996739625930786,0.6034977436065674,0.7070566415786743,0.030257372185587883,0.9994578957557678,0.6064230799674988,0.7056023478507996,-0.06281494349241257,0.9994862079620361,0.6348358988761902,0.5845847129821777,0.2825487554073334,0.9983225464820862,0.625034749507904,0.6081764101982117,-0.30478599667549133,0.9997374415397644,0.7120854258537292,0.7223893404006958,0.4342876672744751,0.20788559317588806,0.7061136960983276,0.7674739956855774,-0.5755903124809265,0.9976561069488525,0.8106988072395325,0.8436180353164673,0.12231028079986572,0.521239161491394,0.8339409828186035,0.9273040890693665,-0.5449426770210266,0.9977280497550964,0.8486168384552002,0.8435344696044922,0.1184743121266365,0.725577175617218,0.8737672567367554,0.9413425922393799,-0.6097225546836853,0.9944316744804382,0.8535382151603699,0.8548629283905029,0.04983008652925491,0.7384035587310791,0.881299614906311,0.9281355738639832,-0.5607357621192932,0.9920206665992737,0.8401751518249512,0.8552055954933167,0.08703823387622833,0.7257078886032104,0.869059681892395,0.9223932027816772,-0.5234856605529785,0.9866673350334167,0.3966064155101776,0.27713990211486816,0.23344498872756958,0.9964174032211304,0.38806891441345215,0.2788555324077606,-0.23272372782230377,0.9982463121414185,0.24900345504283905,0.5331122875213623,0.24659164249897003,0.14784282445907593,0.23791317641735077,0.5429988503456116,-0.2021438330411911,0.9938026666641235,0.11057764291763306,0.8163050413131714,0.3332447111606598,0.36755651235580444,0.0959363579750061,0.8442352414131165,-0.145819753408432,0.9945331811904907,0.07107973098754883,0.8630115389823914,0.33034345507621765,0.5646371841430664,0.05872717499732971,0.8804107904434204,-0.15536382794380188,0.9964534044265747,0.20897351205348969,0.905180811882019,0.20274360477924347,0.6525743007659912,0.19978031516075134,0.9222742319107056,-0.3286615312099457,0.99314945936203
dog,0.5402645468711853,0.7590019106864929,-0.09690132737159729,0.9999152421951294,0.5595834255218506,0.7697869539260864,-0.07439760863780975,0.9999083280563354,0.5624780058860779,0.768385648727417,-0.0743446871638298,0.9999276399612427,0.5655401945114136,0.7666251063346863,-0.07420776784420013,0.9998946189880371,0.5606206655502319,0.7702683210372925,-0.13616107404232025,0.9998816251754761,0.5639161467552185,0.7693580389022827,-0.13627193868160248,0.9999061822891235,0.5673487782478333,0.7679914832115173,-0.1361452341079712,0.999874472618103,0.5890169143676758,0.7382091283798218,0.044605646282434464,0.9998332262039185,0.5853853225708008,0.7426468133926392,-0.24258415400981903,0.9999094009399414,0.5429136753082275,0.7304171323776245,-0.04386228695511818,0.9997836947441101,0.5444297194480896,0.7299578189849854,-0.12725883722305298,0.9998194575309753,0.6013181805610657,0.6199772357940674,0.16108855605125427,0.9985753297805786,0.5916578769683838,0.6300916075706482,-0.2831951379776001,0.9994497895240784,0.6952179670333862,0.7618781328201294,0.2960380017757416,0.21381552517414093,0.6970217823982239,0.7804387211799622,-0.5189914107322693,0.9984556436538696,0.7886143326759338,0.8557305335998535,0.03651123121380806,0.569298267364502,0.8073538541793823,0.903206467628479,-0.4881327450275421,0.9983943104743958,0.8265159130096436,0.8564601540565491,0.031526412814855576,0.8110312223434448,0.8428757190704346,0.9106568694114685,-0.5411447286605835,0.9947217702865601,0.8298019170761108,0.8680827617645264,-0.024526145309209824,0.8209667801856995,0.8498227596282959,0.9086245894432068,-0.49787619709968567,0.9914407730102539,0.8153300285339355,0.8671852350234985,0.008042470552027225,0.8059754967689514,0.838703989982605,0.9062850475311279,-0.4700314700603485,0.9850713014602661,0.42555883526802063,0.2876277565956116,0.19093486666679382,0.9942652583122253,0.4114532768726349,0.2731419801712036,-0.1904689520597458,0.9963347911834717,0.3053045868873596,0.5529041290283203,0.2560651898384094,0.18297627568244934,0.29229095578193665,0.5554961562156677,-0.11867756396532059,0.9960861206054688,0.20815353095531464,0.78318852186203,0.39892613887786865,0.5036449432373047,0.18732903897762299,0.8083337545394897,-0.02176138013601303,0.996531069278717,0.17788612842559814,0.8320059180259705,0.4038117825984955,0.6895127892494202,0.15310904383659363,0.8467801809310913,-0.025960635393857956,0.9976379871368408,0.27471667528152466,0.8806235790252686,0.28778937458992004,0.8267999291419983,0.26365381479263306,0.886176347732544,-0.1879342496395111,0.9958866238594055
dog,0.3596958518028259,0.7029495239257812,-0.03268331661820412,0.997421383857727,0.3393065333366394,0.713523805141449,-0.07595524936914444,0.9984816908836365,0.3364216685295105,0.71058589220047,-0.07593958079814911,0.9986138343811035,0.3335809111595154,0.7072409391403198,-0.07598832994699478,0.998625636100769,0.3398507833480835,0.7129039764404297,-0.011758344247937202,0.9986585378646851,0.3371996283531189,0.7097667455673218,-0.01173727959394455,0.9986326098442078,0.3343060314655304,0.7062310576438904,-0.0117037333548069,0.9984936714172363,0.3150249123573303,0.6653701066970825,-0.1975325495004654,0.997989296913147,0.3156096339225769,0.6627802848815918,0.0999181941151619,0.9977485537528992,0.36104363203048706,0.6680649518966675,-0.06754447519779205,0.9954484105110168,0.36269623041152954,0.6684355139732361,0.01876102201640606,0.9950740933418274,0.3258918523788452,0.5379588603973389,-0.2922801375389099,0.9979224801063538,0.32684844732284546,0.5294417142868042,0.24709884822368622,0.9926620721817017,0.2412409484386444,0.7445061206817627,-0.5587348341941833,0.990279495716095,0.2523910403251648,0.705473005771637,0.36586982011795044,0.16763851046562195,0.13908535242080688,0.8944234848022461,-0.5266605019569397,0.9745396375656128,0.16770997643470764,0.845059335231781,0.1155911386013031,0.4209437072277069,0.10219568014144897,0.9133934378623962,-0.5977748036384583,0.9618575572967529,0.13293778896331787,0.8658163547515869,0.11989863216876984,0.5953935384750366,0.09635958075523376,0.8999770283699036,-0.5347575545310974,0.9528757333755493,0.1296864151954651,0.8697261214256287,0.05118454620242119,0.6070353984832764,0.10831630975008011,0.895878791809082,-0.5027087330818176,0.9329374432563782,0.14192363619804382,0.866314172744751,0.0833602175116539,0.6096131205558777,0.5685601234436035,0.1453218162059784,-0.21507695317268372,0.9971548318862915,0.5580970048904419,0.1620810180902481,0.21575579047203064,0.9954167604446411,0.7109199166297913,0.46386682987213135,-0.17842517793178558,0.9772302508354187,0.689375102519989,0.48035261034965515,0.25319576263427734,0.22143781185150146,0.8404093384742737,0.8244956135749817,-0.12517191469669342,0.983177125453949,0.8200380206108093,0.7975307703018188,0.35047563910484314,0.3337382376194,0.8834629058837891,0.870470404624939,-0.13053733110427856,0.9838383197784424,0.8585078716278076,0.8469542860984802,0.3544326722621918,0.4665656089782715,0.7535561323165894,0.9416792988777161,-0.29548555612564087,0.9763891100883484,0.7269904017448425,0.9230307936668396,0.2593662738800049,0.4741015136241913
dog,0.24306531250476837,0.6612829566001892,-0.03274158388376236,0.99905925989151,0.23004943132400513,0.6686156988143921,-0.0645403042435646,0.9994321465492249,0.22838562726974487,0.6667780876159668,-0.06456680595874786,0.9994920492172241,0.22675277292728424,0.6647437214851379,-0.064610056579113,0.9994819760322571,0.23053047060966492,0.669438362121582,-0.019963152706623077,0.9994856119155884,0.22917741537094116,0.6684097051620483,-0.019919877871870995,0.9994584918022156,0.22772549092769623,0.6671631336212158,-0.019855057820677757,0.9993638396263123,0.21719582378864288,0.6413324475288391,-0.15103287994861603,0.9992815852165222,0.21767286956310272,0.6432170867919922,0.05578489229083061,0.999054491519928,0.24508139491081238,0.643595814704895,-0.056330371648073196,0.9982660412788391,0.24682238698005676,0.6451717615127563,0.0035077037755399942,0.9978792667388916,0.22345414757728577,0.5743643641471863,-0.21432121098041534,0.9984431862831116,0.22901087999343872,0.5621206760406494,0.1625930219888687,0.9948103427886963,0.17843353748321533,0.7064977884292603,-0.4094516634941101,0.9937558174133301,0.18332913517951965,0.6830916404724121,0.25993791222572327,0.16288429498672485,0.11390337347984314,0.8419090509414673,-0.38376548886299133,0.9852639436721802,0.13236725330352783,0.7925428152084351,0.08066105097532272,0.4365120828151703,0.09210965037345886,0.8509521484375,-0.433720201253891,0.977421760559082,0.11153364181518555,0.8005378246307373,0.08057991415262222,0.6176062822341919,0.08839714527130127,0.84468674659729,-0.38840314745903015,0.9729183316230774,0.11077608913183212,0.8052700161933899,0.02854744903743267,0.6340730786323547,0.09637477248907089,0.842637300491333,-0.36616089940071106,0.9591989517211914,0.11817825585603714,0.8053832054138184,0.05608983710408211,0.6269962787628174,0.4190502166748047,0.34948915243148804,-0.14187635481357574,0.9974752068519592,0.4093686640262604,0.35071247816085815,0.1423586755990982,0.9957427382469177,0.5101713538169861,0.5672751665115356,-0.09786031395196915,0.9775915145874023,0.4975370168685913,0.5633187294006348,0.1685502529144287,0.3118632733821869,0.5796828269958496,0.7868800163269043,-0.059740807861089706,0.9894261360168457,0.5659708976745605,0.7715445756912231,0.26255664229393005,0.5100694298744202,0.6051148176193237,0.8190592527389526,-0.06429524719715118,0.9883290529251099,0.5861403346061707,0.807334303855896,0.2675985097885132,0.5858454704284668,0.5163642764091492,0.8426109552383423,-0.19208864867687225,0.985098123550415,0.5069895386695862,0.8316307663917542,0.19185595214366913,0.6387474536895752
dog,0.3820919394493103,0.7661600112915039,-0.04241003841161728,0.9979462027549744,0.3596763014793396,0.7562127113342285,-0.08255112171173096,0.9982606768608093,0.35850948095321655,0.751927375793457,-0.08250674605369568,0.9985017776489258,0.3571656346321106,0.7475403547286987,-0.08257056027650833,0.9983773231506348,0.35905206203460693,0.7565391063690186,-0.023419758304953575,0.9986880421638489,0.35725387930870056,0.7524367570877075,-0.023414239287376404,0.9988566637039185,0.35505226254463196,0.7480154633522034,-0.02339095249772072,0.9987315535545349,0.3523815870285034,0.7063208222389221,-0.18888874351978302,0.9974864721298218,0.3511269688606262,0.7080187797546387,0.08320727199316025,0.9986929297447205,0.39364027976989746,0.7456913590431213,-0.07200295478105545,0.9948461055755615,0.39408403635025024,0.747429609298706,0.007015438750386238,0.9948711395263672,0.3926958441734314,0.6359710693359375,-0.25944456458091736,0.9970577955245972,0.39696040749549866,0.619874119758606,0.21068692207336426,0.9940192699432373,0.2869682013988495,0.7746531963348389,-0.44787147641181946,0.9856476783752441,0.2930058538913727,0.7614143490791321,0.30354151129722595,0.2737258970737457,0.14904509484767914,0.9114660024642944,-0.39120393991470337,0.973334014415741,0.18340471386909485,0.8735858201980591,0.13138704001903534,0.5083932280540466,0.11263489723205566,0.923014760017395,-0.4553951919078827,0.9638915061950684,0.15565896034240723,0.8890554308891296,0.1379111260175705,0.6216522455215454,0.11096546053886414,0.9139795303344727,-0.4010465443134308,0.9561671018600464,0.1525043249130249,0.8908712863922119,0.09054930508136749,0.6257799863815308,0.12470442056655884,0.9108462333679199,-0.3710792064666748,0.9425923228263855,0.16056308150291443,0.8884915113449097,0.1087099015712738,0.6334863305091858,0.6174778342247009,0.21967771649360657,-0.1927546113729477,0.9955368041992188,0.6045294404029846,0.23536761105060577,0.1935032308101654,0.9957224130630493,0.7630157470703125,0.5269923210144043,-0.11186711490154266,0.986172616481781,0.7434940338134766,0.5382598638534546,0.21813280880451202,0.256189227104187,0.8965786695480347,0.8493643999099731,-0.06263413280248642,0.9882228970527649,0.8796870708465576,0.8292901515960693,0.32540860772132874,0.4518758952617645,0.9358384609222412,0.8985892534255981,-0.06851331889629364,0.9863155484199524,0.914088785648346,0.8776941895484924,0.3299770653247833,0.5394324064254761,0.7967131733894348,0.9210816621780396,-0.23234307765960693,0.9826525449752808,0.7868925929069519,0.9077242612838745,0.2418878823518753,0.5609658360481262
dog,0.4062497615814209,0.6496615409851074,-0.10825725644826889,0.9959516525268555,0.3883563280105591,0.6515807509422302,-0.13954003155231476,0.9974785447120667,0.3862413465976715,0.6487506031990051,-0.13959193229675293,0.9978669285774231,0.384002685546875,0.6456127762794495,-0.13969196379184723,0.9978860020637512,0.38818874955177307,0.6516439914703369,-0.08743969351053238,0.9978265166282654,0.38602039217948914,0.6491349935531616,-0.08736571669578552,0.9978983402252197,0.3835429549217224,0.6464179754257202,-0.08734981715679169,0.9974345564842224,0.37299901247024536,0.6107428073883057,-0.23092715442180634,0.9977254271507263,0.37390846014022827,0.6138447523117065,0.011345441453158855,0.9965413212776184,0.4075492024421692,0.6264407634735107,-0.13573481142520905,0.9953715205192566,0.40810805559158325,0.62734454870224,-0.06535612046718597,0.994288444519043,0.38858410716056824,0.5087295770645142,-0.3173026144504547,0.998305082321167,0.3979755640029907,0.5259861350059509,0.12554652988910675,0.9900347590446472,0.3085000813007355,0.6347508430480957,-0.5615734457969666,0.9913798570632935,0.32601791620254517,0.6401274800300598,0.18896682560443878,0.11016540229320526,0.21766577661037445,0.7458733320236206,-0.5793082118034363,0.9683734774589539,0.23847860097885132,0.7269875407218933,-0.012018770910799503,0.24884308874607086,0.1917908489704132,0.75926673412323,-0.6464938521385193,0.9541553854942322,0.20937134325504303,0.7371286749839783,-0.01505602803081274,0.4224240481853485,0.18750354647636414,0.7545620203018188,-0.5987647175788879,0.9435933232307434,0.20514237880706787,0.7423648834228516,-0.06534679979085922,0.4350736439228058,0.19596412777900696,0.7512084245681763,-0.5632899403572083,0.9165550470352173,0.2155975103378296,0.7389346361160278,-0.03790166229009628,0.4414237141609192,0.5741536021232605,0.27035245299339294,-0.17124006152153015,0.9977197051048279,0.5696742534637451,0.2921229600906372,0.17175741493701935,0.995546817779541,0.6675201058387756,0.4779203534126282,-0.17186591029167175,0.9806039929389954,0.6602803468704224,0.49460601806640625,0.2054201364517212,0.2215968668460846,0.776311993598938,0.7024375200271606,-0.11624694615602493,0.9865689277648926,0.7667750120162964,0.694125771522522,0.29812705516815186,0.3772103786468506,0.8065705895423889,0.7384182810783386,-0.11996641010046005,0.9872653484344482,0.7933987975120544,0.7260551452636719,0.3010590076446533,0.5372874736785889,0.7263846397399902,0.788652777671814,-0.25512364506721497,0.9793274998664856,0.7127050161361694,0.7681506872177124,0.22744572162628174,0.5239306092262268
dog,0.5547795295715332,0.7715722322463989,-0.020854322239756584,0.9999874830245972,0.5760185122489929,0.7794708013534546,-0.004045430105179548,0.9999836683273315,0.5788038969039917,0.7768417596817017,-0.003933467902243137,0.9999895095825195,0.5814263224601746,0.7734373211860657,-0.0037842311430722475,0.9999839067459106,0.5747028589248657,0.7789745330810547,-0.04966972768306732,0.999975323677063,0.5764027237892151,0.7766468524932861,-0.04982563480734825,0.9999837875366211,0.5779255628585815,0.7737339735031128,-0.04970848560333252,0.9999737739562988,0.5967071056365967,0.7356439232826233,0.07777252793312073,0.9999799728393555,0.5883721709251404,0.7456003427505493,-0.13719238340854645,0.9999819993972778,0.5512759685516357,0.7437039613723755,0.018289782106876373,0.9999674558639526,0.5501056909561157,0.7425777912139893,-0.044128913432359695,0.9999672174453735,0.5916627049446106,0.6046496629714966,0.13427762687206268,0.9996602535247803,0.5663920044898987,0.6395694017410278,-0.12864525616168976,0.9997815489768982,0.6877703666687012,0.7549405097961426,0.26878300309181213,0.3817698657512665,0.6724498271942139,0.7940502166748047,-0.30889052152633667,0.99835604429245,0.801171064376831,0.8604991436004639,0.05306209623813629,0.7231698036193848,0.810004711151123,0.9115933179855347,-0.1691102236509323,0.9979414343833923,0.8283859491348267,0.8686903715133667,0.057795263826847076,0.910154402256012,0.8499752283096313,0.9271827936172485,-0.18601903319358826,0.9914903044700623,0.8301914930343628,0.876340389251709,0.01837632805109024,0.9194712042808533,0.8552936315536499,0.920670747756958,-0.1409061849117279,0.9842421412467957,0.8189966678619385,0.8735121488571167,0.036113254725933075,0.9031671285629272,0.8402334451675415,0.912685751914978,-0.1474357545375824,0.9737035632133484,0.39347678422927856,0.23655235767364502,0.1288098245859146,0.9990597367286682,0.3696838319301605,0.23375782370567322,-0.12892206013202667,0.9994103908538818,0.29695025086402893,0.5317121744155884,0.2091803401708603,0.1919485181570053,0.2684860825538635,0.5427869558334351,0.03695347160100937,0.9955617189407349,0.22725170850753784,0.8120981454849243,0.34771719574928284,0.6816845536231995,0.2068272829055786,0.8446635007858276,0.13469842076301575,0.9952386617660522,0.20104320347309113,0.858668327331543,0.3554966449737549,0.8393906354904175,0.17511281371116638,0.8815178871154785,0.1295652985572815,0.9977230429649353,0.3224966526031494,0.89136803150177,0.26425701379776,0.9496420621871948,0.30059874057769775,0.9207234382629395,0.01357453316450119,0.9969905614852905
dog,0.4853537678718567,0.7105085849761963,-0.05783822387456894,0.9993096590042114,0.4655190110206604,0.7241074442863464,-0.09566913545131683,0.9995718598365784,0.462740421295166,0.722122311592102,-0.09566057473421097,0.999630331993103,0.45989203453063965,0.7197076082229614,-0.095700204372406,0.9996129870414734,0.46559804677963257,0.7239946126937866,-0.03980376571416855,0.9996447563171387,0.46275395154953003,0.7221530675888062,-0.03973814472556114,0.9996417760848999,0.4595158100128174,0.7197370529174805,-0.03964779153466225,0.9995819926261902,0.4412422776222229,0.6843923926353455,-0.20294128358364105,0.9994530081748962,0.4400922358036041,0.6825457811355591,0.056609857827425,0.999457061290741,0.48612797260284424,0.6843858957290649,-0.08807814121246338,0.9989157915115356,0.48732084035873413,0.6847856044769287,-0.012798276729881763,0.9989069700241089,0.45745551586151123,0.5878869295120239,-0.2729077935218811,0.9994599223136902,0.44751155376434326,0.5721242427825928,0.18227213621139526,0.998005211353302,0.37513840198516846,0.7581045627593994,-0.5289740562438965,0.9940577745437622,0.3659563362598419,0.7208763360977173,0.29384875297546387,0.35760363936424255,0.2535795569419861,0.8702120780944824,-0.5341785550117493,0.9869028329849243,0.2688562273979187,0.8204606771469116,0.047217514365911484,0.6148238778114319,0.21705174446105957,0.8803838491439819,-0.6059355735778809,0.9800001382827759,0.23132219910621643,0.832093358039856,0.04583589732646942,0.7561679482460022,0.2095753252506256,0.8724073171615601,-0.5529794096946716,0.9753012657165527,0.22942349314689636,0.8356561660766602,-0.015450341627001762,0.7654251456260681,0.22054651379585266,0.8683672547340393,-0.5149734020233154,0.962405264377594,0.2416377067565918,0.8325546979904175,0.019243726506829262,0.7539771199226379,0.6746883988380432,0.27265796065330505,-0.1890181601047516,0.9974811673164368,0.657952070236206,0.27003368735313416,0.18963436782360077,0.9962916374206543,0.7876514792442322,0.5447132587432861,-0.1597868949174881,0.9822548627853394,0.775999903678894,0.5413062572479248,0.21167419850826263,0.23396694660186768,0.920107364654541,0.8161808252334595,-0.11225689202547073,0.9893024563789368,0.8978857398033142,0.7956465482711792,0.3336040675640106,0.43233221769332886,0.9607882499694824,0.8462030291557312,-0.11891569942235947,0.9903192520141602,0.938513457775116,0.8369377255439758,0.338947057723999,0.5639423727989197,0.8554880619049072,0.8924874663352966,-0.27588650584220886,0.9847825169563293,0.8386903405189514,0.8760782480239868,0.24923177063465118,0.5932052731513977
