class,path,x0,y0,z0,v0,x1,y1,z1,v1,x2,y2,z2,v2,x3,y3,z3,v3,x4,y4,z4,v4,x5,y5,z5,v5,x6,y6,z6,v6,x7,y7,z7,v7,x8,y8,z8,v8,x9,y9,z9,v9,x10,y10,z10,v10,x11,y11,z11,v11,x12,y12,z12,v12,x13,y13,z13,v13,x14,y14,z14,v14,x15,y15,z15,v15,x16,y16,z16,v16,x17,y17,z17,v17,x18,y18,z18,v18,x19,y19,z19,v19,x20,y20,z20,v20,x21,y21,z21,v21,x22,y22,z22,v22,x23,y23,z23,v23,x24,y24,z24,v24,x25,y25,z25,v25,x26,y26,z26,v26,x27,y27,z27,v27,x28,y28,z28,v28,x29,y29,z29,v29,x30,y30,z30,v30,x31,y31,z31,v31,x32,y32,z32,v32
tree,DATASET/TRAIN/tree\00000.jpg,0.6045733094215393,0.1802021563053131,-0.320163756608963,0.9999347925186157,0.6136666536331177,0.1640998125076294,-0.2893346846103668,0.9999130964279175,0.6171984076499939,0.16314181685447693,-0.2894020676612854,0.9999032020568848,0.6221983432769775,0.16274675726890564,-0.2894269824028015,0.9999170303344727,0.597466230392456,0.16582313179969788,-0.2858648896217346,0.9998592138290405,0.5910900831222534,0.16586700081825256,-0.2859111428260803,0.9998341798782349,0.5844364762306213,0.1659308671951294,-0.28599366545677185,0.9998711347579956,0.63161301612854,0.16973283886909485,-0.10077051818370819,0.999805748462677,0.5764278173446655,0.17168167233467102,-0.08575768023729324,0.9998593330383301,0.615389883518219,0.19474577903747559,-0.24934178590774536,0.9999294281005859,0.5946571826934814,0.19456148147583008,-0.24545302987098694,0.9998626708984375,0.6851037740707397,0.2646387219429016,-0.028347197920084,0.9997013211250305,0.5303452014923096,0.26039135456085205,0.005243916064500809,0.9985074400901794,0.7037265300750732,0.37658190727233887,-0.23714891076087952,0.9709176421165466,0.5119915008544922,0.364331990480423,-0.20347696542739868,0.9555728435516357,0.6198330521583557,0.2890785038471222,-0.513235867023468,0.9664643406867981,0.6032165884971619,0.2804122567176819,-0.5258351564407349,0.9344891309738159,0.6142171025276184,0.26025718450546265,-0.5627143383026123,0.9273608922958374,0.6124969720840454,0.2564621567726135,-0.594336986541748,0.8643043637275696,0.6156215071678162,0.2533387541770935,-0.5406660437583923,0.9203385710716248,0.6094989776611328,0.24790774285793304,-0.5648078918457031,0.8404111862182617,0.6168025135993958,0.2606752812862396,-0.5078566670417786,0.8855348825454712,0.6077038049697876,0.2549738883972168,-0.5206682682037354,0.790837824344635,0.6314037442207336,0.48988932371139526,-0.04192138463258743,0.9996135830879211,0.549404501914978,0.48130539059638977,0.04215419664978981,0.9989287257194519,0.623650312423706,0.6618582010269165,-0.025782600045204163,0.9704985618591309,0.41219061613082886,0.580741286277771,-0.24683533608913422,0.9873457551002502,0.5936616063117981,0.8212827444076538,0.21065032482147217,0.9792258739471436,0.5742443799972534,0.5522997379302979,0.21594633162021637,0.4383178651332855,0.585283637046814,0.8409870862960815,0.22809536755084991,0.8505380153656006,0.5992332100868225,0.536497950553894,0.2655186653137207,0.4454069435596466,0.5783795118331909,0.8723072409629822,0.050371717661619186,0.9685304760932922,0.6171180009841919,0.623818576335907,0.2372267097234726,0.4908355474472046
tree,DATASET/TRAIN/tree\00001.jpg,0.5181114077568054,0.16485550999641418,-0.42231863737106323,0.9999717473983765,0.5321197509765625,0.14776065945625305,-0.37459123134613037,0.9999586343765259,0.540510892868042,0.14750882983207703,-0.37469232082366943,0.9999474287033081,0.5464185476303101,0.14740106463432312,-0.37475454807281494,0.9999483823776245,0.502948522567749,0.14850080013275146,-0.3664686679840088,0.9999549388885498,0.49339559674263,0.14892303943634033,-0.36659130454063416,0.9999476671218872,0.4844475984573364,0.1495223045349121,-0.36672207713127136,0.9999620914459229,0.5590226054191589,0.15362831950187683,-0.08779355883598328,0.9998924732208252,0.4748041331768036,0.15728643536567688,-0.055531587451696396,0.9999743700027466,0.5362439751625061,0.18232136964797974,-0.3136376142501831,0.9999583959579468,0.5016912221908569,0.18321341276168823,-0.304442435503006,0.9999299049377441,0.6419069170951843,0.25210636854171753,0.010889594443142414,0.9995224475860596,0.41140127182006836,0.25664836168289185,0.05936170369386673,0.999484658241272,0.7117292881011963,0.3527470827102661,-0.37925606966018677,0.9725748896598816,0.33839544653892517,0.3570494055747986,-0.2928204834461212,0.9834632277488708,0.540319561958313,0.2955282926559448,-0.8148168921470642,0.9533644318580627,0.5138723850250244,0.29429373145103455,-0.7241143584251404,0.953740119934082,0.517673909664154,0.268884539604187,-0.8947849273681641,0.8723832368850708,0.530136227607727,0.27087700366973877,-0.8238767981529236,0.8824411034584045,0.5174785852432251,0.26192691922187805,-0.8451277613639832,0.858102560043335,0.5259360074996948,0.26340752840042114,-0.7559623122215271,0.856171190738678,0.523456871509552,0.2701290249824524,-0.8016406297683716,0.8159143328666687,0.523434042930603,0.27082180976867676,-0.7048680782318115,0.8084844350814819,0.5630351305007935,0.518079400062561,-0.05401275306940079,0.9996418952941895,0.43535274267196655,0.5046232342720032,0.0541471503674984,0.9990363121032715,0.5351627469062805,0.7067537903785706,-0.0334458090364933,0.9350665211677551,0.20879195630550385,0.6210663914680481,-0.3211848735809326,0.9907163381576538,0.49589353799819946,0.8912549018859863,0.32294511795043945,0.9669972062110901,0.4687310457229614,0.5957705974578857,0.47374334931373596,0.44359609484672546,0.4744170606136322,0.9126462936401367,0.35054507851600647,0.9037253260612488,0.5117563605308533,0.5775594711303711,0.5586251616477966,0.49268439412117004,0.5511477589607239,0.9306319355964661,0.10623074322938919,0.962684690952301,0.528213381767273,0.6684057116508484,0.5313130021095276,0.4261549413204193
tree,DATASET/TRAIN/tree\00002.jpg,0.5602356195449829,0.20791271328926086,-0.9008152484893799,0.9999992847442627,0.5742010474205017,0.19064998626708984,-0.8586052656173706,0.999998927116394,0.5841014385223389,0.19005471467971802,-0.8585123419761658,0.9999988079071045,0.5920673608779907,0.18939486145973206,-0.858595609664917,0.9999990463256836,0.5455361604690552,0.19211064279079437,-0.8514658808708191,0.9999985694885254,0.5364465117454529,0.19258052110671997,-0.8516449928283691,0.9999983310699463,0.5275049805641174,0.19305315613746643,-0.8516011834144592,0.9999986886978149,0.6081624031066895,0.19511958956718445,-0.5678671002388,0.9999982118606567,0.5164671540260315,0.20083129405975342,-0.5459213256835938,0.999998927116394,0.5827111601829529,0.22650955617427826,-0.7897343635559082,0.9999996423721313,0.5463097095489502,0.22908833622932434,-0.7833099961280823,0.9999994039535522,0.6950470805168152,0.2988530993461609,-0.3883707523345947,0.999997615814209,0.4514255225658417,0.2991328835487366,-0.2521238327026367,0.999943733215332,0.817643404006958,0.3891292214393616,-0.3050047755241394,0.9991311430931091,0.3304738402366638,0.39164668321609497,-0.05859782546758652,0.9890430569648743,0.7456845045089722,0.47705408930778503,-0.5544211864471436,0.9949252605438232,0.4075677990913391,0.47825175523757935,-0.230088010430336,0.9436730742454529,0.7129016518592834,0.5074760317802429,-0.6251973509788513,0.9818591475486755,0.43218547105789185,0.5059619545936584,-0.2883686125278473,0.8749678134918213,0.6956970691680908,0.49266865849494934,-0.6575378775596619,0.981694757938385,0.45061150193214417,0.49542880058288574,-0.3169843256473541,0.8713311553001404,0.7000982761383057,0.48359131813049316,-0.5633010268211365,0.9728150963783264,0.44629788398742676,0.4858410954475403,-0.23965539038181305,0.8452542424201965,0.6221895217895508,0.5441969633102417,-0.0815996304154396,0.9999067783355713,0.4909036159515381,0.5288216471672058,0.0814950093626976,0.9995734095573425,0.5782772898674011,0.7333356738090515,-0.06637284904718399,0.9591571092605591,0.24741992354393005,0.638744056224823,-0.2466004341840744,0.9572985172271729,0.5464518070220947,0.8737367391586304,0.43842610716819763,0.9810596108436584,0.5060874223709106,0.6262136697769165,0.5107230544090271,0.49331068992614746,0.5378618836402893,0.8886300325393677,0.48137813806533813,0.9366177320480347,0.5381219387054443,0.6103429198265076,0.5904439687728882,0.5730581283569336,0.5445569753646851,0.9418690800666809,0.2538449466228485,0.9700276255607605,0.5574393272399902,0.685018002986908,0.544885516166687,0.5342845916748047
tree,DATASET/TRAIN/tree\00003.jpg,0.5461065769195557,0.2724199891090393,-0.31949272751808167,0.999881386756897,0.5512726306915283,0.25727394223213196,-0.3026224970817566,0.9998348951339722,0.5552058815956116,0.25715044140815735,-0.30258166790008545,0.9998133778572083,0.5586382746696472,0.2571685016155243,-0.30266863107681274,0.9998536109924316,0.5400806069374084,0.25826379656791687,-0.29791295528411865,0.999735414981842,0.5362297892570496,0.2584734857082367,-0.2980031371116638,0.9996296167373657,0.5326952338218689,0.259137898683548,-0.29802295565605164,0.9997039437294006,0.5629397630691528,0.2644040882587433,-0.20513296127319336,0.9996978044509888,0.5298037528991699,0.2646113336086273,-0.18316537141799927,0.9996520280838013,0.5537040829658508,0.2881717085838318,-0.2825322151184082,0.9996625185012817,0.5395363569259644,0.28717559576034546,-0.27608606219291687,0.9993780851364136,0.5896580219268799,0.3326656222343445,-0.19497422873973846,0.999093770980835,0.5135871171951294,0.32863688468933105,-0.13822370767593384,0.9931941032409668,0.6202734708786011,0.23845809698104858,-0.285464882850647,0.9925991296768188,0.4801887571811676,0.2377532422542572,-0.19855982065200806,0.9703534841537476,0.6422966718673706,0.13198870420455933,-0.353873074054718,0.9819551110267639,0.45906126499176025,0.12944963574409485,-0.2903558015823364,0.9637709259986877,0.6507613062858582,0.10107642412185669,-0.3861372768878937,0.9504274725914001,0.45121678709983826,0.10079845786094666,-0.32946449518203735,0.9110488295555115,0.6484678387641907,0.096459299325943,-0.3935490846633911,0.9485552310943604,0.45554080605506897,0.09332114458084106,-0.33335673809051514,0.9070568680763245,0.6435805559158325,0.10729607939720154,-0.36381444334983826,0.9549945592880249,0.4607830047607422,0.10427260398864746,-0.3008119761943817,0.9214447140693665,0.5600807666778564,0.5536261796951294,-0.034346599131822586,0.9990062117576599,0.5103028416633606,0.5411072373390198,0.03442557528614998,0.9974652528762817,0.5428467988967896,0.7165045738220215,0.016025090590119362,0.9496839642524719,0.4106925129890442,0.6143755316734314,-0.0736125111579895,0.9700229167938232,0.5299793481826782,0.8609021902084351,0.1823347806930542,0.9772248864173889,0.5176391005516052,0.6290805339813232,0.20223921537399292,0.6945782899856567,0.5255723595619202,0.8833982944488525,0.19371311366558075,0.8498508334159851,0.5318740010261536,0.6236578226089478,0.22997978329658508,0.6570810675621033,0.5282968878746033,0.903298020362854,0.0815538540482521,0.9529821276664734,0.534347653388977,0.7001583576202393,0.21002036333084106,0.6859772205352783
tree,DATASET/TRAIN/tree\00004.jpg,0.5421438813209534,0.10254830121994019,-0.6914710402488708,0.9999775886535645,0.558410108089447,0.08686119318008423,-0.6290805339813232,0.9999545812606812,0.5690374970436096,0.08745831251144409,-0.6292398571968079,0.999945878982544,0.5794416069984436,0.08819764852523804,-0.6293029189109802,0.9999550580978394,0.5270575284957886,0.08799105882644653,-0.627934455871582,0.9999477863311768,0.5174161195755005,0.0889182984828949,-0.6280153393745422,0.9999415874481201,0.506649374961853,0.08990350365638733,-0.6280732750892639,0.9999561309814453,0.5928360223770142,0.10107165575027466,-0.2742278277873993,0.9998576641082764,0.49724847078323364,0.10134780406951904,-0.275161474943161,0.9999481439590454,0.5641059279441833,0.12253773212432861,-0.5611668229103088,0.9999731779098511,0.5230554938316345,0.12205010652542114,-0.5615342259407043,0.9999679327011108,0.6866308450698853,0.22908511757850647,-0.11540183424949646,0.9998549222946167,0.40998613834381104,0.2166752815246582,-0.05680050328373909,0.9992985725402832,0.7632632255554199,0.3668214976787567,-0.41069909930229187,0.9853565096855164,0.33470815420150757,0.35971489548683167,-0.3340781629085541,0.9601303339004517,0.5846670269966125,0.3276982605457306,-1.0177016258239746,0.9805609583854675,0.5023373365402222,0.3279355764389038,-0.947944164276123,0.9313871264457703,0.5606068968772888,0.303541898727417,-1.1371396780014038,0.9486941695213318,0.5373142957687378,0.30589359998703003,-1.0780246257781982,0.8663360476493835,0.5585100054740906,0.2871413826942444,-1.0998623371124268,0.9452982544898987,0.5390014052391052,0.2904585599899292,-1.040665864944458,0.8464910984039307,0.5634081363677979,0.2934560477733612,-1.0098878145217896,0.9092568159103394,0.5321950316429138,0.2963305115699768,-0.9415106177330017,0.7825761437416077,0.5848855376243591,0.5073317885398865,-0.0652320384979248,0.9993407130241394,0.4397555887699127,0.4863257110118866,0.06549756228923798,0.9991551637649536,0.5607184171676636,0.6965698003768921,-0.0730343610048294,0.9662389159202576,0.20106980204582214,0.5496922135353088,-0.6317923069000244,0.9929337501525879,0.4946300983428955,0.8890194892883301,0.4000781178474426,0.9858454465866089,0.4942677319049835,0.6014472246170044,0.1201447919011116,0.8280669450759888,0.4710750877857208,0.9112045764923096,0.43175220489501953,0.912449061870575,0.5383687019348145,0.5908637642860413,0.19437213242053986,0.7339544892311096,0.511737585067749,0.9644636511802673,0.062448397278785706,0.9789724349975586,0.5408024191856384,0.6947266459465027,0.030186640098690987,0.8160868287086487
tree,DATASET/TRAIN/tree\00005.jpg,0.5266855955123901,0.14762669801712036,-0.5703364014625549,0.9999510049819946,0.5428400635719299,0.13062310218811035,-0.518673837184906,0.9999115467071533,0.5497015714645386,0.13091319799423218,-0.5188201665878296,0.9998922348022461,0.5571773648262024,0.13131707906723022,-0.5188691020011902,0.9999014139175415,0.5136752128601074,0.13086152076721191,-0.5208337903022766,0.9998987913131714,0.5019556283950806,0.13118118047714233,-0.5209512114524841,0.9998906850814819,0.4910012185573578,0.1317524015903473,-0.521059513092041,0.9999176263809204,0.5682379603385925,0.13794711232185364,-0.20380327105522156,0.9997870326042175,0.4739201068878174,0.13847842812538147,-0.2138630449771881,0.9999313354492188,0.5403310656547546,0.16644418239593506,-0.4507918059825897,0.9999455213546753,0.5051417946815491,0.16605031490325928,-0.45421645045280457,0.9999253749847412,0.6444535255432129,0.23706485331058502,-0.05938757583498955,0.9996015429496765,0.39794236421585083,0.24122074246406555,-0.04950356483459473,0.9989458918571472,0.7265793681144714,0.34684354066848755,-0.38035112619400024,0.9730993509292603,0.35242414474487305,0.35899949073791504,-0.2853422164916992,0.947338879108429,0.558057427406311,0.29658716917037964,-0.8501347899436951,0.9302648305892944,0.5268515944480896,0.29079800844192505,-0.6709980964660645,0.8887894153594971,0.5370203852653503,0.26919126510620117,-0.9334642291069031,0.8258280158042908,0.5485379695892334,0.2622547745704651,-0.7623223662376404,0.7861664891242981,0.5372994542121887,0.2585906684398651,-0.8874272704124451,0.8099312782287598,0.5422539114952087,0.2537996172904968,-0.718012273311615,0.7542223930358887,0.5428106188774109,0.2683326303958893,-0.8384885787963867,0.7498816251754761,0.5374428033828735,0.26312220096588135,-0.6577626466751099,0.680473804473877,0.5653690695762634,0.49790680408477783,-0.059054721146821976,0.999322772026062,0.43158432841300964,0.4830860495567322,0.05949709564447403,0.9990146160125732,0.5385659337043762,0.6750822067260742,-0.0003147277166135609,0.9711241126060486,0.21469876170158386,0.5734205842018127,-0.45523738861083984,0.993208110332489,0.493263840675354,0.8294094800949097,0.41462939977645874,0.9816550016403198,0.480229914188385,0.5805383920669556,0.1998378187417984,0.7295622825622559,0.4790527820587158,0.8497148156166077,0.44496193528175354,0.8870384097099304,0.5170993208885193,0.5664262771606445,0.26632973551750183,0.6634630560874939,0.4973452389240265,0.8940107226371765,0.13240860402584076,0.974445104598999,0.5355408787727356,0.6585075855255127,0.1422550231218338,0.7258168458938599
tree,DATASET/TRAIN/tree\00006.jpg,0.5089654922485352,0.18292522430419922,-0.4545603096485138,0.9995630383491516,0.5195302963256836,0.16536659002304077,-0.39640605449676514,0.9994069337844849,0.5268567204475403,0.1651136428117752,-0.39652401208877563,0.9991269707679749,0.5348208546638489,0.16503164172172546,-0.39672616124153137,0.9992128610610962,0.4927324950695038,0.1657995879650116,-0.4090433716773987,0.9996428489685059,0.48285171389579773,0.16582253575325012,-0.409047931432724,0.9994588494300842,0.47402146458625793,0.16594788432121277,-0.4090474247932434,0.9995589852333069,0.5435205698013306,0.17205676436424255,-0.07004742324352264,0.9992795586585999,0.4570590555667877,0.17385941743850708,-0.12217666208744049,0.9993708729743958,0.5228648781776428,0.19951102137565613,-0.33081772923469543,0.9997445940971375,0.48983901739120483,0.19951051473617554,-0.3457748293876648,0.9999006986618042,0.6152685880661011,0.2774603068828583,0.11289308965206146,0.9993107318878174,0.3743802607059479,0.271207332611084,-0.010600988753139973,0.9998005032539368,0.6819930076599121,0.38798439502716064,-0.12801048159599304,0.9789103865623474,0.2814808785915375,0.37656930088996887,-0.254372239112854,0.9690560102462769,0.5230087637901306,0.36909568309783936,-0.6568577289581299,0.9447023272514343,0.4444698691368103,0.37111425399780273,-0.6570695042610168,0.9505963921546936,0.4968571066856384,0.3475395441055298,-0.7650059461593628,0.8744773864746094,0.4742709696292877,0.3502669632434845,-0.7520966529846191,0.891916811466217,0.4947758913040161,0.3355504274368286,-0.7332738041877747,0.8594813942909241,0.47625285387039185,0.33866965770721436,-0.7262818813323975,0.877804160118103,0.501594066619873,0.34213152527809143,-0.6540443301200867,0.8172523975372314,0.4725108742713928,0.3456830382347107,-0.6494755148887634,0.8281751871109009,0.557350218296051,0.50837641954422,0.0838938057422638,0.9983704686164856,0.42101502418518066,0.5142631530761719,-0.08378900587558746,0.9992701411247253,0.7632533311843872,0.6441442370414734,-0.15738369524478912,0.9772109985351562,0.4429629147052765,0.7048960328102112,-0.10574916750192642,0.9651515483856201,0.5104181170463562,0.6096140742301941,0.6052309274673462,0.6934499144554138,0.48130711913108826,0.8682141304016113,0.39327186346054077,0.9702484607696533,0.4730778932571411,0.5827537178993225,0.682034969329834,0.6783082485198975,0.49714577198028564,0.8896849751472473,0.4312106966972351,0.8974249362945557,0.45265138149261475,0.6894567012786865,0.5615816116333008,0.661592423915863,0.4750679135322571,0.9229370355606079,0.13555212318897247,0.9385022521018982
tree,DATASET/TRAIN/tree\00007.jpg,0.5256440043449402,0.30027854442596436,-0.4999469518661499,0.997334361076355,0.5333074331283569,0.2876899242401123,-0.45190656185150146,0.9971876740455627,0.5401989817619324,0.28767475485801697,-0.4518700838088989,0.9962869882583618,0.5460497140884399,0.28767481446266174,-0.4519902765750885,0.9974753260612488,0.5152166485786438,0.2877396047115326,-0.4458949565887451,0.9960468411445618,0.5081061720848083,0.28732603788375854,-0.446085661649704,0.9940407872200012,0.500239372253418,0.28710880875587463,-0.44633835554122925,0.9961128234863281,0.5586168766021729,0.2949335277080536,-0.21578387916088104,0.9954995512962341,0.49084848165512085,0.2961122989654541,-0.17958833277225494,0.9970600008964539,0.5396329760551453,0.3145456910133362,-0.4103364944458008,0.9954425096511841,0.5184844136238098,0.3133547008037567,-0.4005863666534424,0.9927063584327698,0.6024290919303894,0.3565639853477478,-0.23912262916564941,0.9962300658226013,0.4540676176548004,0.35554563999176025,-0.11243872344493866,0.9902806282043457,0.6070044636726379,0.24031144380569458,-0.4627668559551239,0.976856529712677,0.4568674564361572,0.24343547224998474,-0.24002015590667725,0.9716722965240479,0.5486260056495667,0.13781464099884033,-0.5305863618850708,0.927547812461853,0.5056549906730652,0.13508817553520203,-0.2930220365524292,0.9634830951690674,0.5362697839736938,0.11095505952835083,-0.5951473712921143,0.8698903322219849,0.5196633338928223,0.10948023200035095,-0.37283870577812195,0.9172250032424927,0.5351082682609558,0.10918429493904114,-0.5776205062866211,0.8561667799949646,0.5202327370643616,0.1071007251739502,-0.3492569923400879,0.9077123403549194,0.5375890135765076,0.11911043524742126,-0.5344359278678894,0.8599074482917786,0.5182174444198608,0.11586257815361023,-0.2995201051235199,0.9104686379432678,0.5549731254577637,0.5935240387916565,-0.10044732689857483,0.9982150793075562,0.449095755815506,0.5870507955551147,0.10052163153886795,0.995216965675354,0.5350793600082397,0.7625617384910583,-0.1240972951054573,0.9363348484039307,0.2546749711036682,0.6634909510612488,-0.1648489087820053,0.923194408416748,0.5028383135795593,0.9195339679718018,0.1450369656085968,0.9694858193397522,0.48074743151664734,0.6814128756523132,0.5033496618270874,0.6037241816520691,0.5043529868125916,0.9411901235580444,0.15782226622104645,0.8107373118400574,0.5139321088790894,0.6691144704818726,0.5700400471687317,0.6738892197608948,0.45180630683898926,0.9454588890075684,-0.11267762631177902,0.9292759299278259,0.4954545795917511,0.7651956081390381,0.5374065041542053,0.6008237600326538
tree,DATASET/TRAIN/tree\00008.jpg,0.4876033663749695,0.13977763056755066,-0.24967503547668457,0.9997238516807556,0.49654504656791687,0.12338203191757202,-0.21465176343917847,0.9995937943458557,0.5014675259590149,0.1233963891863823,-0.21468719840049744,0.9993788003921509,0.5066106915473938,0.12335312366485596,-0.21477949619293213,0.9994180202484131,0.47773993015289307,0.12388177961111069,-0.2193400263786316,0.9997770190238953,0.4711458384990692,0.12420328706502914,-0.21935930848121643,0.9996746778488159,0.46539342403411865,0.12399116158485413,-0.219365194439888,0.9997392296791077,0.5154370665550232,0.13195934891700745,-0.01867065206170082,0.9995285272598267,0.45652005076408386,0.1328045129776001,-0.03596513345837593,0.9996022582054138,0.4979060888290405,0.1597902774810791,-0.17512358725070953,0.9997686743736267,0.47526124119758606,0.15867766737937927,-0.1801728904247284,0.9999043941497803,0.5599859952926636,0.23363138735294342,0.07890889048576355,0.9985287189483643,0.4138573408126831,0.2362762838602066,0.027193384245038033,0.9997608065605164,0.6114922761917114,0.3368721008300781,-0.09304682165384293,0.9726437926292419,0.3661232590675354,0.3484201431274414,-0.14393462240695953,0.9632294178009033,0.5019356608390808,0.3176296651363373,-0.36679160594940186,0.8958765268325806,0.4741773009300232,0.31670618057250977,-0.3704572916030884,0.9392780661582947,0.48647770285606384,0.2859676480293274,-0.4214491546154022,0.7581527829170227,0.490538090467453,0.2888377904891968,-0.42181918025016785,0.8606238961219788,0.48819729685783386,0.2806233763694763,-0.39019134640693665,0.7277858853340149,0.4884415864944458,0.2844429314136505,-0.39606350660324097,0.8391567468643188,0.4918369650840759,0.28751325607299805,-0.35895097255706787,0.6791138052940369,0.48496752977371216,0.29123759269714355,-0.3615133762359619,0.7793309688568115,0.5369948744773865,0.4780462086200714,0.03946835175156593,0.9990399479866028,0.45286834239959717,0.4848419725894928,-0.03946206346154213,0.9996366500854492,0.6779881119728088,0.6136585474014282,-0.14551986753940582,0.982945442199707,0.4663359820842743,0.6793967485427856,-0.07566933333873749,0.976265013217926,0.5155694484710693,0.5922555923461914,0.33915531635284424,0.7454236149787903,0.5029799938201904,0.8471494317054749,0.23970070481300354,0.9817609190940857,0.4934605062007904,0.5672647953033447,0.3886280357837677,0.7260633707046509,0.5108717083930969,0.8691864013671875,0.26438841223716736,0.9275257587432861,0.47941628098487854,0.6661727428436279,0.314199835062027,0.7304755449295044,0.5059009194374084,0.9085121154785156,0.08970116823911667,0.9612633585929871
tree,DATASET/TRAIN/tree\00009.jpg,0.4862925410270691,0.1358279585838318,-0.12079764902591705,0.9992684721946716,0.48684558272361755,0.11833459138870239,-0.09849733859300613,0.9993550181388855,0.48855680227279663,0.11792141199111938,-0.09853356331586838,0.9991924166679382,0.4902283251285553,0.11755138635635376,-0.0985974669456482,0.9993627667427063,0.47922950983047485,0.11896684765815735,-0.117226243019104,0.9995206594467163,0.4752790629863739,0.11933860182762146,-0.11728425323963165,0.9993964433670044,0.4706760048866272,0.11945229768753052,-0.11737910658121109,0.9994693398475647,0.48651838302612305,0.12589648365974426,0.01892785355448723,0.9993942975997925,0.4569198489189148,0.1281663477420807,-0.06225760281085968,0.9993915557861328,0.4888792634010315,0.15526197850704193,-0.0762554332613945,0.9997252821922302,0.47931861877441406,0.15586429834365845,-0.09983821958303452,0.9998455047607422,0.5116106867790222,0.23695914447307587,0.09200902283191681,0.9977262616157532,0.42312541604042053,0.24111013114452362,-0.06536012142896652,0.9995152950286865,0.5400105714797974,0.3681098222732544,-0.0048082135617733,0.9106395840644836,0.4321080446243286,0.36104297637939453,-0.16592513024806976,0.9659369587898254,0.4990540146827698,0.27226144075393677,-0.20558172464370728,0.8579402565956116,0.48464611172676086,0.2648242115974426,-0.24662011861801147,0.9641143083572388,0.4947983920574188,0.23873959481716156,-0.24254438281059265,0.7437820434570312,0.4897535741329193,0.2314244955778122,-0.26907169818878174,0.9219322204589844,0.4924384653568268,0.22726237773895264,-0.22087472677230835,0.7206213474273682,0.48678135871887207,0.22285111248493195,-0.2604322135448456,0.9068794846534729,0.49134334921836853,0.23734819889068604,-0.2026372104883194,0.673079252243042,0.4845946431159973,0.232749804854393,-0.24179500341415405,0.8578548431396484,0.5060174465179443,0.4751552641391754,0.06123798340559006,0.9959043860435486,0.4601060152053833,0.4931468367576599,-0.06119665876030922,0.997267484664917,0.6016930341720581,0.5500433444976807,-0.0797497034072876,0.957623302936554,0.4696238934993744,0.7085338830947876,-0.08483492583036423,0.9467496275901794,0.5008421540260315,0.591727614402771,0.16383084654808044,0.6109048128128052,0.4758305847644806,0.8827797174453735,0.07623863220214844,0.9158927798271179,0.4839095175266266,0.5794938802719116,0.18777340650558472,0.5691100358963013,0.47635605931282043,0.9111077785491943,0.08761473000049591,0.7421711087226868,0.4856272041797638,0.6676215529441833,0.14579565823078156,0.6590530872344971,0.49789103865623474,0.9440197944641113,-0.02496308833360672,0.8873212933540344
